,code,disorder,symptome
784,F19.20,Other (or Unknown) Substance Use Disorder,important social occupational recreational activities given reduced use substance
785,F19.20,Other (or Unknown) Substance Use Disorder,continued use substance despite persistent recurrent social interpersonal problems caused exacerbated effects use
786,F19.20,Other (or Unknown) Substance Use Disorder,recurrent use substance resulting failure fulfill major role obligations work school home
787,F19.20,Other (or Unknown) Substance Use Disorder,substance often taken larger amounts longer period intended
788,F44.4,Conversion Disorder (Functional Neurological Symptom Disorder),symptom deficit causes clinically significant distress impairment social occupational important areas functioning warrants medical evaluation
789,F44.4,Conversion Disorder (Functional Neurological Symptom Disorder),one symptoms altered voluntary motor sensory function
790,F44.4,Conversion Disorder (Functional Neurological Symptom Disorder),clinical findings provide evidence incompatibility symptom recognized neurological medical conditions
791,F10.10,Alcohol Use Disorder,withdrawal manifested either following tolerance defined either following recurrent alcohol use resulting failure fulfill major role obligations work school home
792,F10.10,Alcohol Use Disorder,problematic pattern alcohol use leading clinically significant impairment distress manifested least two following occurring within 12-month period alcohol often taken larger amounts longer period intended
793,F13.10,"Sedative, Hypnotic, or Anxiolytic Use Disorder",withdrawal manifested either following characteristic withdrawal syndrome sedatives hypnotics anxiolytics refer criteria b criteria set sedative hypnotic anxiolytic withdrawal pp 557558
794,F13.10,"Sedative, Hypnotic, or Anxiolytic Use Disorder",tolerance defined either following recurrent sedative hypnotic anxiolytic use resulting failure fulfill major role obligations work school home e g repeated absences work poor work performance related sedative hypnotic anxiolytic use sedative- hypnotic- anxiolytic-related absences suspensions expulsions school neglect children household
795,F13.10,"Sedative, Hypnotic, or Anxiolytic Use Disorder",problematic pattern sedative hypnotic anxiolytic use leading clinically significant impairment distress manifested least two following occurring within 12-month period sedatives hypnotics anxiolytics often taken larger amounts longer period intended
796,F16.10,Other Hallucinogen Use Disorder,tolerance defined either following tolerance defined either following important social occupational recreational activities given reduced phencyclidine use
797,F16.10,Other Hallucinogen Use Disorder,pattern phencyclidine pharmacologically similar substance use leading clinically significant impairment distress manifested least two following occurring within 12-month period problematic pattern hallucinogen phencyclidine use leading clinically significant impairment distress manifested least two following occurring within 12-month period phencyclidine often taken larger amounts longer period intended
798,F18.10,Inhalant Use Disorder,tolerance defined either following recurrent use inhalant substance resulting failure fulfill major role obligations work school home
799,F18.10,Inhalant Use Disorder,problematic pattern use hydrocarbon-based inhalant substance leading clinically significant impairment distress manifested least two following occurring within 12-month period inhalant substance often taken larger amounts longer period intended
800,F19.10,Other (or Unknown) Substance Use Disorder,tolerance defined either following withdrawal manifested either following characteristic withdrawal syndrome unknown substance refer criteria b criteria sets unknown substance withdrawal p 583
801,F44.81,Dissociative Identity Disorder,recurrent gaps recall everyday events important personal information traumatic events inconsistent ordinary forgetting
802,F44.81,Dissociative Identity Disorder,disruption identity characterized two distinct personality states may described cultures experience possession disruption identity involves marked discontinuity sense self sense agency accompanied related alterations affect behavior consciousness memory perception cognition sensory-motor functioning signs symptoms may observed others reported individual
803,F45.1,Somatic Symptom Disorder,excessive time energy devoted symptoms health concerns
804,F45.1,Somatic Symptom Disorder,although one somatic symptom may continuously present state symptomatic persistent typically 6 months
805,F45.1,Somatic Symptom Disorder,persistently high level anxiety health symptoms
806,F45.1,Somatic Symptom Disorder,excessive thoughts feelings behaviors related somatic symptoms associated health concerns manifested least one following disproportionate persistent thoughts seriousness ones symptoms
